0.000000000000000000e+00,-1.679999999999999938e+00,-1.401799999999999935e+00,-1.812699999999999978e+00,-2.993700000000000028e+00,-8.857000000000000428e-01,-6.959999999999999520e-02,1.000000000000000000e+00
2.000000000000000042e-03,-1.679999999999999938e+00,-1.401799999999999935e+00,-1.812699999999999978e+00,-2.993700000000000028e+00,-8.857000000000000428e-01,-6.959999999999999520e-02,1.000000000000000000e+00
4.000000000000000083e-03,-1.679999999999999938e+00,-1.401799999999999935e+00,-1.812699999999999978e+00,-2.993700000000000028e+00,-8.857000000000000428e-01,-6.959999999999999520e-02,1.000000000000000000e+00
6.000000000000000125e-03,-1.679999999999999938e+00,-1.401799999999999935e+00,-1.812699999999999978e+00,-2.993700000000000028e+00,-8.857000000000000428e-01,-6.959999999999999520e-02,1.000000000000000000e+00
8.000000000000000167e-03,-1.679999999999999938e+00,-1.401799999999999935e+00,-1.812699999999999978e+00,-2.993700000000000028e+00,-8.857000000000000428e-01,-6.959999999999999520e-02,1.000000000000000000e+00
1.000000000000000021e-02,-1.679999999999999938e+00,-1.401799999999999935e+00,-1.812699999999999978e+00,-2.993700000000000028e+00,-8.857000000000000428e-01,-6.959999999999999520e-02,1.000000000000000000e+00
1.200000000000000025e-02,-1.679999999999999938e+00,-1.401799999999999935e+00,-1.812699999999999978e+00,-2.993700000000000028e+00,-8.857000000000000428e-01,-6.959999999999999520e-02,1.000000000000000000e+00
1.400000000000000029e-02,-1.679999999999999938e+00,-1.401799999999999935e+00,-1.812699999999999978e+00,-2.993700000000000028e+00,-8.857000000000000428e-01,-6.959999999999999520e-02,1.000000000000000000e+00
1.600000000000000033e-02,-1.679999999999999938e+00,-1.401799999999999935e+00,-1.812699999999999978e+00,-2.993700000000000028e+00,-8.857000000000000428e-01,-6.959999999999999520e-02,1.000000000000000000e+00
1.800000000000000211e-02,-1.679999999999999938e+00,-1.401799999999999935e+00,-1.812699999999999978e+00,-2.993700000000000028e+00,-8.857000000000000428e-01,-6.959999999999999520e-02,1.000000000000000000e+00
2.000000000000000042e-02,-1.679999999999999938e+00,-1.401799999999999935e+00,-1.812699999999999978e+00,-2.993700000000000028e+00,-8.857000000000000428e-01,-6.959999999999999520e-02,1.000000000000000000e+00
